hvfhs_license_num,dispatching_base_num,pickup_datetime,dropoff_datetime,PULocationID,DOLocationID,SR_Flag
HV0003,B02883,2021-01-01 00:44:41,2021-01-01 00:53:12,262,74,
HV0003,B02872,2021-01-01 00:30:37,2021-01-01 00:49:09,145,209,
HV0003,B02836,2021-01-01 00:16:38,2021-01-01 00:34:25,179,141,
HV0003,B02836,2021-01-01 00:37:08,2021-01-01 00:54:15,140,48,
HV0003,B02888,2021-01-01 00:24:46,2021-01-01 00:29:13,226,226,
HV0003,B02836,2021-01-01 00:07:44,2021-01-01 00:16:59,243,200,
HV0003,B02836,2021-01-01 00:20:29,2021-01-01 00:30:51,200,169,
HV0003,B02836,2021-01-01 00:33:43,2021-01-01 00:58:03,169,69,
HV0005,B02510,2021-01-01 00:19:25,2021-01-01 00:29:59,238,239,
HV0005,B02510,2021-01-01 00:44:37,2021-01-01 01:07:22,24,213,
HV0003,B02869,2021-01-01 00:16:28,2021-01-01 00:38:33,142,129,
HV0003,B02869,2021-01-01 00:42:51,2021-01-01 00:49:47,129,82,
HV0003,B02869,2021-01-01 00:54:38,2021-01-01 01:22:25,82,18,
HV0003,B02872,2021-01-01 00:04:47,2021-01-01 00:16:43,212,174,
HV0003,B02872,2021-01-01 00:17:59,2021-01-01 00:41:19,174,173,
HV0003,B02872,2021-01-01 00:45:41,2021-01-01 00:55:02,173,196,
HV0003,B02872,2021-01-01 00:00:19,2021-01-01 00:25:42,100,148,
HV0003,B02764,2021-01-01 00:54:46,2021-01-01 01:11:00,170,95,
HV0005,B02510,2021-01-01 00:50:53,2021-01-01 01:08:42,186,88,
HV0005,B02510,2021-01-01 00:37:09,2021-01-01 00:53:45,80,61,
HV0005,B02510,2021-01-01 00:55:49,2021-01-01 01:03:56,61,188,
HV0003,B02872,2021-01-01 00:34:00,2021-01-01 00:55:02,179,244,
HV0003,B02872,2021-01-01 00:56:59,2021-01-01 01:09:46,244,116,
HV0003,B02682,2021-01-01 00:14:39,2021-01-01 00:21:13,185,242,
HV0003,B02682,2021-01-01 00:25:59,2021-01-01 00:32:32,242,248,
HV0003,B02682,2021-01-01 00:44:56,2021-01-01 00:54:19,250,59,
HV0003,B02682,2021-01-01 00:55:13,2021-01-01 01:04:15,60,126,
HV0003,B02882,2021-01-01 00:50:50,2021-01-01 01:01:44,75,147,
HV0003,B02872,2021-01-01 00:20:34,2021-01-01 00:28:27,197,216,
HV0003,B02872,2021-01-01 00:36:17,2021-01-01 00:52:14,124,134,
HV0003,B02875,2021-01-01 00:16:50,2021-01-01 00:29:06,238,263,
HV0003,B02875,2021-01-01 00:35:27,2021-01-01 00:43:19,263,236,
HV0003,B02875,2021-01-01 00:49:29,2021-01-01 00:57:38,236,142,
HV0005,B02510,2021-01-01 00:19:16,2021-01-01 00:40:53,255,190,
HV0005,B02510,2021-01-01 00:47:14,2021-01-01 00:58:52,189,17,
HV0003,B02835,2021-01-01 00:07:04,2021-01-01 00:16:10,185,169,
HV0003,B02835,2021-01-01 00:18:52,2021-01-01 00:32:02,169,208,
HV0003,B02835,2021-01-01 00:34:20,2021-01-01 00:47:16,208,212,
HV0003,B02835,2021-01-01 00:55:08,2021-01-01 01:03:55,213,182,
HV0003,B02764,2021-01-01 00:06:55,2021-01-01 00:28:31,55,39,
HV0003,B02764,2021-01-01 00:34:16,2021-01-01 00:43:32,76,76,
HV0003,B02764,2021-01-01 00:55:08,2021-01-01 01:19:14,76,89,
HV0005,B02510,2021-01-01 00:38:08,2021-01-01 01:07:35,236,135,
HV0005,B02510,2021-01-01 00:29:39,2021-01-01 00:51:44,261,143,
HV0003,B02872,2021-01-01 00:46:28,2021-01-01 00:57:16,79,236,
HV0005,B02510,2021-01-01 00:28:21,2021-01-01 00:32:56,146,193,
HV0005,B02510,2021-01-01 00:42:56,2021-01-01 01:00:24,179,37,
HV0005,B02510,2021-01-01 00:23:54,2021-01-01 00:34:41,24,238,
HV0005,B02510,2021-01-01 00:41:12,2021-01-01 00:55:28,239,42,
HV0005,B02510,2021-01-01 00:56:36,2021-01-01 01:08:21,42,74,
HV0003,B02836,2021-01-01 00:13:32,2021-01-01 00:20:57,112,112,
HV0003,B02836,2021-01-01 00:24:33,2021-01-01 00:30:59,112,112,
HV0003,B02764,2021-01-01 00:08:59,2021-01-01 00:14:09,142,48,
HV0003,B02872,2021-01-01 00:52:18,2021-01-01 01:03:29,75,229,
HV0003,B02764,2021-01-01 00:23:37,2021-01-01 00:37:55,41,243,
HV0003,B02764,2021-01-01 00:40:32,2021-01-01 00:47:16,243,244,
HV0003,B02764,2021-01-01 00:52:54,2021-01-01 01:09:47,235,18,
HV0003,B02872,2021-01-01 00:31:30,2021-01-01 00:41:38,48,229,
HV0005,B02510,2021-01-01 00:09:43,2021-01-01 00:33:27,112,151,
HV0005,B02510,2021-01-01 00:36:29,2021-01-01 01:04:15,238,82,
HV0003,B02869,2021-01-01 00:18:37,2021-01-01 00:34:43,255,95,
HV0003,B02869,2021-01-01 00:38:02,2021-01-01 00:45:53,95,95,
HV0003,B02869,2021-01-01 00:57:32,2021-01-01 01:24:26,102,260,
HV0005,B02510,2021-01-01 00:38:41,2021-01-01 00:51:48,163,164,
HV0005,B02510,2021-01-01 00:55:46,2021-01-01 01:18:58,164,42,
HV0005,B02510,2021-01-01 00:00:38,2021-01-01 00:04:36,61,177,
HV0005,B02510,2021-01-01 00:12:10,2021-01-01 00:20:19,35,35,
HV0005,B02510,2021-01-01 00:26:19,2021-01-01 00:37:51,35,222,
HV0005,B02510,2021-01-01 00:45:22,2021-01-01 00:50:52,39,76,
HV0005,B02510,2021-01-01 00:54:07,2021-01-01 01:14:10,76,218,
HV0003,B02765,2021-01-01 00:12:30,2021-01-01 00:42:49,79,225,
HV0003,B02765,2021-01-01 00:44:21,2021-01-01 01:08:03,177,255,
HV0003,B02836,2021-01-01 00:11:24,2021-01-01 00:34:46,79,225,
HV0003,B02836,2021-01-01 00:37:48,2021-01-01 00:52:54,225,177,
HV0003,B02836,2021-01-01 00:56:35,2021-01-01 01:09:10,177,35,
HV0003,B02836,2021-01-01 00:09:23,2021-01-01 00:18:58,37,198,
HV0003,B02836,2021-01-01 00:21:36,2021-01-01 00:57:16,198,187,
HV0005,B02510,2021-01-01 00:51:44,2021-01-01 01:10:24,158,236,
HV0003,B02765,2021-01-01 00:02:14,2021-01-01 00:19:44,261,230,
HV0003,B02888,2021-01-01 00:19:42,2021-01-01 00:35:44,13,80,
HV0003,B02888,2021-01-01 00:39:41,2021-01-01 01:01:14,80,72,
HV0003,B02869,2021-01-01 00:14:43,2021-01-01 00:25:06,141,79,
HV0003,B02869,2021-01-01 00:38:29,2021-01-01 00:50:53,170,211,
HV0003,B02869,2021-01-01 00:56:23,2021-01-01 01:16:41,249,14,
HV0005,B02510,2021-01-01 00:22:16,2021-01-01 00:29:09,262,263,
HV0005,B02510,2021-01-01 00:32:24,2021-01-01 00:47:59,263,79,
HV0005,B02510,2021-01-01 00:56:47,2021-01-01 01:10:37,107,162,
HV0003,B02764,2021-01-01 00:23:09,2021-01-01 00:42:26,125,48,
HV0003,B02884,2021-01-01 00:27:04,2021-01-01 00:36:33,232,79,
HV0003,B02884,2021-01-01 00:42:57,2021-01-01 01:03:58,137,9,
HV0003,B02883,2021-01-01 00:33:47,2021-01-01 00:42:52,255,80,
HV0003,B02883,2021-01-01 00:49:27,2021-01-01 01:08:01,37,188,
HV0003,B02682,2021-01-01 00:42:25,2021-01-01 01:14:48,37,42,
HV0003,B02872,2021-01-01 00:31:48,2021-01-01 00:43:20,133,89,
HV0003,B02872,2021-01-01 00:48:23,2021-01-01 00:58:11,89,133,
HV0003,B02875,2021-01-01 00:11:37,2021-01-01 00:30:06,166,141,
HV0003,B02875,2021-01-01 00:34:58,2021-01-01 00:41:39,237,263,
HV0003,B02875,2021-01-01 00:45:15,2021-01-01 00:54:31,263,137,
HV0003,B02875,2021-01-01 00:57:25,2021-01-01 01:00:22,170,164,
HV0003,B02765,2021-01-01 00:20:03,2021-01-01 00:43:27,249,41,
HV0003,B02765,2021-01-01 00:46:48,2021-01-01 00:51:35,41,74,
HV0005,B02510,2021-01-01 00:31:40,2021-01-01 00:50:32,48,265,
HV0003,B02835,2021-01-01 00:11:28,2021-01-01 00:24:21,26,181,
HV0003,B02835,2021-01-01 00:30:53,2021-01-01 00:42:40,181,133,
HV0003,B02835,2021-01-01 00:50:41,2021-01-01 01:06:27,178,108,
HV0003,B02882,2021-01-01 00:43:06,2021-01-01 01:04:07,107,158,
HV0003,B02876,2021-01-01 00:58:20,2021-01-01 01:09:05,79,211,
HV0003,B02871,2021-01-01 00:08:51,2021-01-01 00:16:31,229,161,
HV0003,B02871,2021-01-01 00:36:51,2021-01-01 00:48:22,137,263,
HV0003,B02888,2021-01-01 00:16:45,2021-01-01 00:30:16,263,7,
HV0003,B02888,2021-01-01 00:49:12,2021-01-01 01:06:17,141,231,
HV0003,B02871,2021-01-01 00:23:28,2021-01-01 00:30:26,230,48,
HV0003,B02871,2021-01-01 00:44:38,2021-01-01 00:52:58,68,224,
HV0005,B02510,2021-01-01 00:00:57,2021-01-01 00:17:45,94,166,
HV0003,B02835,2021-01-01 00:26:29,2021-01-01 00:40:08,42,168,
HV0003,B02835,2021-01-01 00:44:40,2021-01-01 00:49:35,168,168,
HV0003,B02835,2021-01-01 00:55:31,2021-01-01 01:07:11,168,69,
HV0003,B02836,2021-01-01 00:10:58,2021-01-01 00:25:07,134,95,
HV0003,B02836,2021-01-01 00:34:24,2021-01-01 00:44:43,95,135,
HV0003,B02836,2021-01-01 00:51:39,2021-01-01 00:57:22,28,121,
HV0003,B02764,2021-01-01 00:31:16,2021-01-01 00:37:41,76,39,
HV0003,B02764,2021-01-01 00:45:54,2021-01-01 01:00:23,39,76,
HV0003,B02835,2021-01-01 00:08:10,2021-01-01 00:20:26,119,159,
HV0003,B02835,2021-01-01 00:23:44,2021-01-01 00:30:26,167,78,
HV0003,B02835,2021-01-01 00:35:46,2021-01-01 00:58:40,78,235,
HV0003,B02866,2021-01-01 00:17:13,2021-01-01 00:45:04,126,265,
HV0005,B02510,2021-01-01 00:53:54,2021-01-01 00:59:03,76,77,
HV0003,B02765,2021-01-01 00:08:45,2021-01-01 00:48:43,161,76,
HV0005,B02510,2021-01-01 00:31:17,2021-01-01 00:42:18,142,107,
HV0005,B02510,2021-01-01 00:49:19,2021-01-01 01:08:27,224,246,
HV0003,B02835,2021-01-01 00:07:08,2021-01-01 00:18:16,20,78,
HV0003,B02835,2021-01-01 00:21:54,2021-01-01 00:36:02,31,119,
HV0003,B02682,2021-01-01 00:01:24,2021-01-01 00:08:00,144,211,
HV0003,B02682,2021-01-01 00:39:40,2021-01-01 00:49:33,142,236,
HV0003,B02682,2021-01-01 00:51:52,2021-01-01 00:58:56,236,142,
HV0005,B02510,2021-01-01 00:18:54,2021-01-01 00:33:02,211,50,
HV0005,B02510,2021-01-01 00:36:27,2021-01-01 00:41:06,246,48,
HV0005,B02510,2021-01-01 00:45:08,2021-01-01 01:09:14,230,116,
HV0003,B02682,2021-01-01 00:33:59,2021-01-01 01:02:37,125,64,
HV0005,B02510,2021-01-01 00:46:44,2021-01-01 00:57:52,74,244,
HV0005,B02510,2021-01-01 00:12:32,2021-01-01 00:42:10,164,265,
HV0005,B02510,2021-01-01 00:54:55,2021-01-01 01:05:41,259,81,
HV0003,B02866,2021-01-01 00:13:15,2021-01-01 00:23:03,177,37,
HV0003,B02866,2021-01-01 00:25:04,2021-01-01 00:49:09,37,261,
HV0003,B02866,2021-01-01 00:54:35,2021-01-01 01:03:57,87,25,
HV0003,B02871,2021-01-01 00:51:12,2021-01-01 00:59:12,79,148,
HV0005,B02510,2021-01-01 00:00:23,2021-01-01 00:12:05,39,35,
HV0005,B02510,2021-01-01 00:38:33,2021-01-01 00:51:10,62,257,
HV0003,B02765,2021-01-01 00:16:03,2021-01-01 00:31:46,35,188,
HV0003,B02765,2021-01-01 00:56:11,2021-01-01 01:19:07,257,163,
HV0005,B02510,2021-01-01 00:17:39,2021-01-01 00:37:44,261,80,
HV0005,B02510,2021-01-01 00:43:31,2021-01-01 01:05:17,37,35,
HV0003,B02872,2021-01-01 00:32:35,2021-01-01 00:40:04,259,254,
HV0003,B02872,2021-01-01 00:45:44,2021-01-01 01:00:41,254,94,
HV0005,B02510,2021-01-01 00:42:13,2021-01-01 00:57:02,151,68,
HV0003,B02866,2021-01-01 00:23:39,2021-01-01 00:40:02,70,102,
HV0003,B02866,2021-01-01 00:44:52,2021-01-01 00:49:45,102,102,
HV0003,B02866,2021-01-01 00:52:51,2021-01-01 00:57:04,102,198,
HV0003,B02682,2021-01-01 00:25:28,2021-01-01 00:51:21,176,44,
HV0003,B02836,2021-01-01 00:19:08,2021-01-01 00:30:35,216,265,
HV0005,B02510,2021-01-01 00:20:41,2021-01-01 00:29:15,237,142,
HV0005,B02510,2021-01-01 00:34:55,2021-01-01 00:46:21,239,24,
HV0005,B02510,2021-01-01 00:49:15,2021-01-01 00:58:01,166,238,
HV0005,B02510,2021-01-01 00:20:44,2021-01-01 00:31:57,241,174,
HV0005,B02510,2021-01-01 00:40:23,2021-01-01 00:56:20,18,60,
HV0005,B02510,2021-01-01 00:20:23,2021-01-01 00:35:27,225,61,
HV0005,B02510,2021-01-01 00:53:52,2021-01-01 00:57:16,225,225,
HV0003,B02884,2021-01-01 00:23:35,2021-01-01 00:57:50,53,50,
HV0005,B02510,2021-01-01 00:16:30,2021-01-01 00:28:18,82,56,
HV0005,B02510,2021-01-01 00:31:56,2021-01-01 00:37:10,56,56,
HV0005,B02510,2021-01-01 00:41:15,2021-01-01 01:01:09,82,122,
HV0003,B02872,2021-01-01 00:08:16,2021-01-01 00:19:15,89,188,
HV0003,B02872,2021-01-01 00:24:16,2021-01-01 00:46:21,188,76,
HV0003,B02872,2021-01-01 00:58:49,2021-01-01 01:12:55,63,28,
HV0003,B02878,2021-01-01 00:07:37,2021-01-01 00:27:25,113,244,
HV0003,B02878,2021-01-01 00:32:39,2021-01-01 00:52:56,243,265,
HV0005,B02510,2021-01-01 00:36:25,2021-01-01 00:42:03,233,140,
HV0005,B02510,2021-01-01 00:46:50,2021-01-01 00:53:00,141,140,
HV0005,B02510,2021-01-01 00:56:57,2021-01-01 01:21:57,140,173,
HV0003,B02764,2021-01-01 00:05:44,2021-01-01 00:17:37,173,226,
HV0003,B02764,2021-01-01 00:28:46,2021-01-01 00:43:46,260,191,
HV0003,B02764,2021-01-01 00:49:14,2021-01-01 01:04:38,191,215,
HV0003,B02764,2021-01-01 00:21:24,2021-01-01 00:30:06,234,211,
HV0003,B02764,2021-01-01 00:35:20,2021-01-01 00:58:33,211,223,
HV0003,B02764,2021-01-01 00:15:01,2021-01-01 00:24:45,165,22,
HV0003,B02764,2021-01-01 00:29:36,2021-01-01 01:04:01,22,160,
HV0003,B02765,2021-01-01 00:21:07,2021-01-01 00:34:51,47,242,
HV0003,B02765,2021-01-01 00:36:47,2021-01-01 00:50:05,242,18,
HV0003,B02765,2021-01-01 00:55:22,2021-01-01 01:05:54,241,32,
HV0003,B02764,2021-01-01 00:20:44,2021-01-01 00:30:32,167,213,
HV0003,B02764,2021-01-01 00:38:56,2021-01-01 00:51:09,250,47,
HV0003,B02764,2021-01-01 00:57:23,2021-01-01 01:11:44,47,127,
HV0005,B02510,2021-01-01 00:09:32,2021-01-01 00:17:57,20,78,
HV0005,B02510,2021-01-01 00:22:42,2021-01-01 00:35:01,20,18,
HV0005,B02510,2021-01-01 00:43:32,2021-01-01 00:53:10,220,18,
HV0003,B02888,2021-01-01 00:12:09,2021-01-01 00:20:38,102,160,
HV0003,B02888,2021-01-01 00:27:56,2021-01-01 00:38:19,102,160,
HV0003,B02888,2021-01-01 00:44:27,2021-01-01 00:54:03,82,226,
HV0003,B02888,2021-01-01 00:57:41,2021-01-01 01:07:56,226,112,
HV0003,B02877,2021-01-01 00:09:47,2021-01-01 00:29:09,76,61,
HV0003,B02877,2021-01-01 00:54:02,2021-01-01 01:01:36,61,61,
HV0003,B02884,2021-01-01 00:46:42,2021-01-01 01:03:36,170,50,
HV0005,B02510,2021-01-01 00:18:38,2021-01-01 00:26:56,129,7,
HV0005,B02510,2021-01-01 00:29:29,2021-01-01 01:16:23,7,265,
HV0003,B02395,2021-01-01 00:21:30,2021-01-01 00:35:15,258,225,
HV0003,B02395,2021-01-01 00:38:27,2021-01-01 00:48:43,177,35,
HV0003,B02395,2021-01-01 00:49:48,2021-01-01 00:59:44,35,72,
HV0003,B02872,2021-01-01 00:26:40,2021-01-01 00:37:26,179,192,
HV0003,B02872,2021-01-01 00:42:23,2021-01-01 00:49:06,192,92,
HV0003,B02872,2021-01-01 00:54:39,2021-01-01 01:03:12,92,53,
HV0003,B02880,2021-01-01 00:03:21,2021-01-01 00:30:02,49,10,
HV0003,B02880,2021-01-01 00:34:35,2021-01-01 00:47:12,10,63,
HV0003,B02880,2021-01-01 00:50:24,2021-01-01 00:54:35,63,76,
HV0003,B02880,2021-01-01 00:59:15,2021-01-01 01:28:39,76,56,
HV0003,B02878,2021-01-01 00:19:45,2021-01-01 00:25:45,18,174,
HV0003,B02878,2021-01-01 00:28:27,2021-01-01 00:32:08,174,241,
HV0003,B02871,2021-01-01 00:44:04,2021-01-01 00:53:36,165,123,
HV0003,B02871,2021-01-01 00:59:35,2021-01-01 01:24:49,149,97,
HV0003,B02887,2021-01-01 00:00:36,2021-01-01 00:38:56,168,265,
HV0003,B02877,2021-01-01 00:22:52,2021-01-01 00:27:03,188,61,
HV0003,B02877,2021-01-01 00:38:35,2021-01-01 00:47:19,188,39,
HV0003,B02877,2021-01-01 00:52:55,2021-01-01 01:07:40,91,177,
HV0003,B02512,2021-01-01 00:43:14,2021-01-01 00:54:32,164,68,
HV0005,B02510,2021-01-01 00:04:43,2021-01-01 00:12:13,149,165,
HV0005,B02510,2021-01-01 00:18:32,2021-01-01 00:52:42,165,249,
HV0005,B02510,2021-01-01 00:58:57,2021-01-01 01:10:08,249,33,
HV0003,B02867,2021-01-01 00:56:02,2021-01-01 01:05:31,68,137,
HV0003,B02889,2021-01-01 00:22:09,2021-01-01 00:37:49,129,135,
HV0003,B02889,2021-01-01 00:42:19,2021-01-01 00:52:55,135,56,
HV0003,B02889,2021-01-01 00:58:26,2021-01-01 01:07:31,173,157,
HV0005,B02510,2021-01-01 00:07:23,2021-01-01 00:12:57,62,35,
HV0005,B02510,2021-01-01 00:16:22,2021-01-01 01:03:34,35,202,
HV0003,B02872,2021-01-01 00:09:35,2021-01-01 00:19:32,148,231,
HV0003,B02872,2021-01-01 00:37:15,2021-01-01 00:43:35,231,114,
HV0005,B02510,2021-01-01 00:52:07,2021-01-01 01:01:51,4,141,
HV0003,B02880,2021-01-01 00:11:22,2021-01-01 00:23:03,82,173,
HV0003,B02880,2021-01-01 00:27:12,2021-01-01 00:37:09,173,82,
HV0003,B02880,2021-01-01 00:41:48,2021-01-01 00:49:18,82,196,
HV0003,B02880,2021-01-01 00:56:14,2021-01-01 01:12:51,160,33,
HV0003,B02872,2021-01-01 00:31:43,2021-01-01 00:48:05,169,213,
HV0003,B02872,2021-01-01 00:51:29,2021-01-01 01:02:09,213,208,
HV0003,B02872,2021-01-01 00:08:30,2021-01-01 00:11:24,39,91,
HV0003,B02872,2021-01-01 00:30:25,2021-01-01 00:40:46,61,35,
HV0003,B02872,2021-01-01 00:50:50,2021-01-01 01:05:21,177,37,
HV0003,B02872,2021-01-01 00:54:57,2021-01-01 01:03:53,125,79,
HV0005,B02510,2021-01-01 00:03:14,2021-01-01 00:16:07,78,126,
HV0005,B02510,2021-01-01 00:19:13,2021-01-01 00:30:29,126,212,
HV0005,B02510,2021-01-01 00:37:32,2021-01-01 00:39:18,248,248,
HV0005,B02510,2021-01-01 00:45:23,2021-01-01 01:13:08,213,80,
HV0003,B02866,2021-01-01 00:38:16,2021-01-01 00:51:40,233,144,
